,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
629,537,Seismitoad,Branawarz,ガマゲロゲ (Gamageroge),5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45,70,229,Medium Slow,1,Water 1,,50,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
630,538,Throh,Jiutesto,ナゲキ (Nageki),5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45,70,163,Medium Fast,1,Human-Like,,100,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
631,539,Sawk,Karadonis,ダゲキ (Dageki),5,Normal,Karate Pokémon,1,Fighting,,1.4,51,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45,70,163,Medium Fast,1,Human-Like,,100,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
632,540,Sewaddle,Strawickl,クルミル (Kurumiru),5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255,70,62,Medium Slow,1,Bug,,50,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
633,541,Swadloon,Folikon,クルマユ (Kurumayu),5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120,70,133,Medium Slow,1,Bug,,50,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
634,542,Leavanny,Matrifol,ハハコモリ (Hahakomori),5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45,70,225,Medium Slow,1,Bug,,50,15,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
635,543,Venipede,Toxiped,フシデ (Fushide),5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255,70,52,Medium Slow,1,Bug,,50,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
636,544,Whirlipede,Rollum,ホイーガ (Wheega),5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120,70,126,Medium Slow,1,Bug,,50,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
637,545,Scolipede,Cerapendra,ペンドラー (Pendror),5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45,70,218,Medium Slow,1,Bug,,50,20,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
638,546,Cottonee,Waumboll,モンメン (Monmen),5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190,70,56,Medium Fast,2,Fairy,Grass,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
639,547,Whimsicott,Elfun,エルフーン (Elfuun),5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75,70,168,Medium Fast,2,Fairy,Grass,50,20,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
640,548,Petilil,Lilminip,チュリネ (Churine),5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190,70,56,Medium Fast,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
641,549,Lilligant,Dressella,ドレディア (Dredear),5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75,70,168,Medium Fast,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
642,550,Basculin Red-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,1,Water,,1,18,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,1,Water 2,,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
643,550,Basculin Blue-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,1,Water,,1,18,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,1,Water 2,,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
644,551,Sandile,Ganovil,メグロコ (Meguroco),5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180,70,58,Medium Slow,1,Field,,50,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
645,552,Krokorok,Rokkaiman,ワルビル (Waruvile),5,Normal,Desert Croc Pokémon,2,Ground,Dark,1,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90,70,123,Medium Slow,1,Field,,50,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
646,553,Krookodile,Rabigator,ワルビアル (Waruvial),5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45,70,234,Medium Slow,1,Field,,50,20,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
647,554,Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,70,63,Medium Slow,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
648,554,Galarian Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,,,,Medium Slow,1,Field,,,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
649,555,Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60,70,168,Medium Slow,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
650,555,Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,140,105,55,60,70,189,Medium Slow,1,Field,,50,20,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
651,555,Darmanitan Galarian Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120,2,Gorilla Tactics,,Zen Mode,480,105,140,55,30,55,95,,,,Medium Slow,1,Field,,,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
652,555,Darmanitan Galarian Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120,2,Gorilla Tactics,,Zen Mode,540,105,160,55,30,55,135,,,,,0,,,,,1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5
653,556,Maractus,Maracamba,マラカッチ (Maracacchi),5,Normal,Cactus Pokémon,1,Grass,,1,28,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255,70,161,Medium Fast,1,Grass,,50,20,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
654,557,Dwebble,Lithomith,イシズマイ (Ishizumai),5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190,70,65,Medium Fast,2,Bug,Mineral,50,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
655,558,Crustle,Castellith,イワパレス (Iwapalace),5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75,70,170,Medium Fast,2,Bug,Mineral,50,20,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
656,559,Scraggy,Zurrokex,ズルッグ (Zuruggu),5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180,35,70,Medium Fast,2,Dragon,Field,50,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
657,560,Scrafty,Irokex,ズルズキン (Zuruzukin),5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90,70,171,Medium Fast,2,Dragon,Field,50,15,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
658,561,Sigilyph,Symvolara,シンボラー (Symboler),5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45,70,172,Medium Fast,1,Flying,,50,20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
659,562,Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,190,70,61,Medium Fast,2,Amorphous,Mineral,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
660,562,Galarian Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303,38,55,85,30,65,30,,,,Medium Fast,2,Amorphous,Mineral,,25,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
661,563,Cofagrigus,Echnatoll,デスカーン (Desukarn),5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90,70,169,Medium Fast,2,Amorphous,Mineral,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
662,564,Tirtouga,Galapaflos,プロトーガ (Protoga),5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45,70,71,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
663,565,Carracosta,Karippas,アバゴーラ (Abagoura),5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45,70,173,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,0.25,1,1.5,3,0.5,1.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1
664,566,Archen,Flapteryx,アーケン (Archen),5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45,70,71,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
665,567,Archeops,Aeropteryx,アーケオス (Archeos),5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32,1,Defeatist,,,567,75,140,65,112,65,110,45,70,177,Medium Fast,2,Flying,Water 3,87.5,30,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
666,568,Trubbish,Unratütox,ヤブクロン (Yabukuron),5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190,70,66,Medium Fast,1,Mineral,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
667,569,Garbodor,Deponitox,ダストダス (Dustdas),5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60,70,166,Medium Fast,1,Mineral,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
668,570,Zorua,Zorua,ゾロア (Zorua),5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,75,70,66,Medium Slow,1,Field,,87.5,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
669,571,Zoroark,Zoroark,ゾロアーク (Zoroark),5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45,70,179,Medium Slow,1,Field,,87.5,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
670,572,Minccino,Picochilla,チラーミィ (Chillarmy),5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255,70,60,Fast,1,Field,,25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
671,573,Cinccino,Chillabell,チラチーノ (Chillaccino),5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60,70,165,Fast,1,Field,,25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
672,574,Gothita,Mollimorba,ゴチム (Gothimu),5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200,70,58,Medium Slow,1,Human-Like,,25,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
673,575,Gothorita,Hypnomorba,ゴチミル (Gothimiru),5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100,70,137,Medium Slow,1,Human-Like,,25,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
674,576,Gothitelle,Morbitesse,ゴチルゼル (Gothiruselle),5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50,70,221,Medium Slow,1,Human-Like,,25,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
675,577,Solosis,Monozyto,ユニラン (Uniran),5,Normal,Cell Pokémon,1,Psychic,,0.3,1,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200,70,58,Medium Slow,1,Amorphous,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
676,578,Duosion,Mitodos,ダブラン (Doublan),5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100,70,130,Medium Slow,1,Amorphous,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
677,579,Reuniclus,Zytomega,ランクルス (Lanculus),5,Normal,Multiplying Pokémon,1,Psychic,,1,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30,50,70,221,Medium Slow,1,Amorphous,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
678,580,Ducklett,Piccolente,コアルヒー (Koaruhie),5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55,190,70,61,Medium Fast,2,Flying,Water 1,50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
679,581,Swanna,Swaroness,スワンナ (Swanna),5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98,45,70,166,Medium Fast,2,Flying,Water 1,50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
680,582,Vanillite,Gelatini,バニプッチ (Vanipeti),5,Normal,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44,255,70,61,Slow,1,Mineral,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
681,583,Vanillish,Gelatroppo,バニリッチ (Vanirich),5,Normal,Icy Snow Pokémon,1,Ice,,1.1,41,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59,120,70,138,Slow,1,Mineral,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
682,584,Vanilluxe,Gelatwino,バイバニラ (Baivanilla),5,Normal,Snowstorm Pokémon,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79,45,70,241,Slow,1,Mineral,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
683,585,Deerling,Sesokitz,シキジカ (Shikijika),5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75,190,70,67,Medium Fast,1,Field,,50,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
684,586,Sawsbuck,Kronjuwild,メブキジカ (Mebukijika),5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95,75,70,166,Medium Fast,1,Field,,50,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
685,587,Emolga,Emolga,エモンガ (Emonga),5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5,2,Static,,Motor Drive,428,55,75,60,75,60,103,200,70,150,Medium Fast,1,Field,,50,20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
686,588,Karrablast,Laukaps,カブルモ (Kaburumo),5,Normal,Clamping Pokémon,1,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60,200,70,63,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
687,589,Escavalier,Cavalanzas,シュバルゴ (Chevargo),5,Normal,Cavalry Pokémon,2,Bug,Steel,1,33,3,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20,75,70,173,Medium Fast,1,Bug,,50,15,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
688,590,Foongus,Tarnpignon,タマゲタケ (Tamagetake),5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1,2,Effect Spore,,Regenerator,294,69,55,45,55,55,15,190,70,59,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
689,591,Amoonguss,Hutsassa,モロバレル (Morobareru),5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,464,114,85,70,85,80,30,75,70,162,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
690,592,Frillish,Quabbel,プルリル (Pururill),5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33,3,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40,190,70,67,Medium Fast,1,Amorphous,,50,20,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
691,593,Jellicent,Apoquallyp,ブルンゲル (Burungel),5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135,3,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60,60,70,168,Medium Fast,1,Amorphous,,50,20,0,0.5,0,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
692,594,Alomomola,Mamolida,ママンボウ (Mamanbou),5,Normal,Caring Pokémon,1,Water,,1.2,31.6,3,Healer,Hydration,Regenerator,470,165,75,80,40,45,65,75,70,165,Fast,2,Water 1,Water 2,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
693,595,Joltik,Wattzapf,バチュル (Bachuru),5,Normal,Attaching Pokémon,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65,190,70,64,Medium Fast,1,Bug,,50,20,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
694,596,Galvantula,Voltula,デンチュラ (Dentula),5,Normal,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108,75,70,165,Medium Fast,1,Bug,,50,20,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
695,597,Ferroseed,Kastadur,テッシード (Tesseed),5,Normal,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,2,Iron Barbs,,Anticipation,305,44,50,91,24,86,10,255,70,61,Medium Fast,2,Grass,Mineral,50,20,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
696,598,Ferrothorn,Tentantel,ナットレイ (Nutrey),5,Normal,Thorn Pod Pokémon,2,Grass,Steel,1,110,2,Iron Barbs,,Anticipation,489,74,94,131,54,116,20,90,70,171,Medium Fast,2,Grass,Mineral,50,20,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
697,599,Klink,Klikk,ギアル (Giaru),5,Normal,Gear Pokémon,1,Steel,,0.3,21,3,Plus,Minus,Clear Body,300,40,55,70,45,60,30,130,70,60,Medium Slow,1,Mineral,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
698,600,Klang,Kliklak,ギギアル (Gigiaru),5,Normal,Gear Pokémon,1,Steel,,0.6,51,3,Plus,Minus,Clear Body,440,60,80,95,70,85,50,60,70,154,Medium Slow,1,Mineral,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
699,601,Klinklang,Klikdiklak,ギギギアル (Gigigiaru),5,Normal,Gear Pokémon,1,Steel,,0.6,81,3,Plus,Minus,Clear Body,520,60,100,115,70,85,90,30,70,234,Medium Slow,1,Mineral,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
700,602,Tynamo,Zapplardin,シビシラス (Shibishirasu),5,Normal,EleFish Pokémon,1,Electric,,0.2,0.3,1,Levitate,,,275,35,55,40,45,40,60,190,70,55,Slow,1,Amorphous,,50,20,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
701,603,Eelektrik,Zapplalek,シビビール (Shibibeel),5,Normal,EleFish Pokémon,1,Electric,,1.2,22,1,Levitate,,,405,65,85,70,75,70,40,60,70,142,Slow,1,Amorphous,,50,20,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
702,604,Eelektross,Zapplarang,シビルドン (Shibirudon),5,Normal,EleFish Pokémon,1,Electric,,2.1,80.5,1,Levitate,,,515,85,115,80,105,80,50,30,70,232,Slow,1,Amorphous,,50,20,1,1,1,0.5,1,1,1,1,0,0.5,1,1,1,1,1,1,0.5,1
703,605,Elgyem,Pygraulon,リグレー (Ligray),5,Normal,Cerebral Pokémon,1,Psychic,,0.5,9,3,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30,255,70,67,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
704,606,Beheeyem,Megalon,オーベム (Ohbem),5,Normal,Cerebral Pokémon,1,Psychic,,1,34.5,3,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40,90,70,170,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
705,607,Litwick,Lichtel,ヒトモシ (Hitomoshi),5,Normal,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20,190,70,55,Medium Slow,1,Amorphous,,50,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
706,608,Lampent,Laternecto,ランプラー (Lampler),5,Normal,Lamp Pokémon,2,Ghost,Fire,0.6,13,3,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55,90,70,130,Medium Slow,1,Amorphous,,50,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
707,609,Chandelure,Skelabra,シャンデラ (Chandela),5,Normal,Luring Pokémon,2,Ghost,Fire,1,34.3,3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80,45,70,234,Medium Slow,1,Amorphous,,50,20,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
708,610,Axew,Milza,キバゴ (Kibago),5,Normal,Tusk Pokémon,1,Dragon,,0.6,18,3,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57,75,35,64,Slow,2,Dragon,Monster,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
709,611,Fraxure,Sharfax,オノンド (Onondo),5,Normal,Axe Jaw Pokémon,1,Dragon,,1,36,3,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67,60,35,144,Slow,2,Dragon,Monster,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
710,612,Haxorus,Maxax,オノノクス (Ononokus),5,Normal,Axe Jaw Pokémon,1,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97,45,35,243,Slow,2,Dragon,Monster,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
711,613,Cubchoo,Petznief,クマシュン (Kumasyun),5,Normal,Chill Pokémon,1,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40,120,70,61,Medium Fast,1,Field,,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
